track,time,event,note,velocity
1,10,Note_on,71,112
1,10,Note_on,72,112
1,10,Note_off,71,63
1,10,Note_off,72,63
1,10,Note_on,74,112
1,11,Note_off,74,63
1,11,Note_on,71,112
1,11,Note_off,71,63
1,11,Note_on,74,112
1,12,Note_off,74,63
1,12,Note_on,72,112
1,12,Note_off,72,63
1,12,Note_on,72,112
1,12,Note_off,72,63
1,12,Note_on,71,112
1,12,Note_off,71,63
1,13,Note_on,72,112
1,13,Note_off,72,63
1,13,Note_on,74,112
1,13,Note_off,74,63
1,13,Note_on,74,112
1,13,Note_off,74,63
1,14,Note_on,76,112
1,14,Note_off,76,63
1,14,Note_on,71,112
1,14,Note_on,69,112
1,14,Note_off,71,63
1,14,Note_off,69,63
1,15,Note_on,74,112
1,15,Note_off,74,63
1,15,Note_on,74,112
1,15,Note_off,74,63
1,16,Note_on,75,112
1,16,Note_off,75,63
1,16,Note_on,75,112
1,16,Note_off,75,63
1,16,Note_on,75,112
1,16,Note_off,75,63
1,24,Note_on,59,112
1,25,Note_off,59,63
1,27,Note_on,64,112
1,27,Note_off,64,63
1,28,Note_on,64,112
1,28,Note_off,64,63
1,28,Note_on,74,112
1,29,Note_off,74,63
1,30,Note_on,75,112
1,30,Note_off,75,63
1,30,Note_on,75,112
1,30,Note_off,75,63
1,30,Note_on,75,112
1,31,Note_off,75,63
1,31,Note_on,75,112
1,31,Note_off,75,63
1,32,Note_on,68,112
1,32,Note_off,68,63
1,32,Note_on,66,112
1,32,Note_off,66,63
1,32,Note_on,75,112
1,32,Note_off,75,63
1,33,Note_on,71,112
1,33,Note_off,71,63
1,37,Note_on,64,112
1,37,Note_off,64,63
1,37,Note_on,64,112
1,37,Note_off,64,63
1,38,Note_on,65,112
1,38,Note_off,65,63
1,39,Note_on,65,112
1,40,Note_off,65,63
1,40,Note_on,75,112
1,40,Note_off,75,63
1,40,Note_on,75,112
1,40,Note_on,73,112
1,40,Note_off,75,63
1,40,Note_off,73,63
1,40,Note_on,73,112
1,40,Note_off,73,63
1,41,Note_on,73,112
1,41,Note_off,73,63
1,41,Note_on,68,112
1,41,Note_off,68,63
1,42,Note_on,70,112
1,42,Note_off,70,63
1,42,Note_on,65,112
1,42,Note_off,65,63
1,44,Note_on,75,112
1,44,Note_off,75,63
1,44,Note_on,75,112
1,44,Note_off,75,63
1,44,Note_on,73,112
1,44,Note_off,73,63
1,44,Note_on,73,112
1,44,Note_off,73,63
1,44,Note_on,73,112
1,44,Note_off,73,63
1,45,Note_on,68,112
1,45,Note_off,68,63
1,45,Note_on,69,112
1,45,Note_off,69,63
1,46,Note_on,65,112
1,46,Note_on,66,112
1,46,Note_off,65,63
1,46,Note_off,66,63
1,46,Note_on,68,112
1,46,Note_off,68,63
1,46,Note_on,70,112
1,47,Note_off,70,63
1,47,Note_on,73,112
1,47,Note_off,73,63
1,48,Note_on,73,112
1,48,Note_off,73,63
1,48,Note_on,73,112
1,48,Note_off,73,63
1,48,Note_on,70,112
1,48,Note_off,70,63
1,48,Note_on,71,112
1,49,Note_off,71,63
1,49,Note_on,65,112
1,49,Note_off,65,63
1,49,Note_on,66,112
1,50,Note_off,66,63
1,50,Note_on,68,112
1,50,Note_off,68,63
1,50,Note_on,70,112
1,50,Note_off,70,63
1,51,Note_on,71,112
1,51,Note_off,71,63
1,51,Note_on,76,112
1,51,Note_off,76,63
1,51,Note_on,73,112
1,52,Note_off,73,63
1,52,Note_on,73,112
1,52,Note_on,75,112
1,52,Note_off,73,63
1,52,Note_off,75,63
1,52,Note_on,73,112
1,52,Note_on,75,112
1,52,Note_off,73,63
1,52,Note_off,75,63
1,53,Note_on,66,112
1,53,Note_on,65,112
1,53,Note_off,66,63
1,53,Note_off,65,63
